destination,aspecto,y_true,y_pred,tipo_error,confianza,patron_tentativo,text_clean
Santuario Histórico de Machu Picchu,costos,negativo,positivo,negativo→positivo,0.5927,ambiguedad_semantica,"Plan Ahead: Machu Picchu Tickets Sell Out Early Machu Picchu is incredible, but be warned: if you don’t buy your ticket online 4–5 months in advance (especially for high season like August), you might not get in. Tickets sell out quickly, and it’s poorly managed many travelers arrive only to find there are no spots for 2–3 days. Staying in Aguas Calientes just to wait isn’t worth it. Tourist authorities should improve the system and communication. Plan ahead to avoid disappointment."
Centro Histórico de Lima,accesibilidad,negativo,positivo,negativo→positivo,0.5508,ambiguedad_semantica,"Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo"
Centro Histórico de Lima,seguridad,neutro,negativo,neutro→negativo,0.9018,aspecto_debil,Really great historical plaza. Many different areas to explore and learn. Area can be dangerous at night so only visit during the day. If you can make it for the changing of the guard at the palace try to do so! Its lots of fun. There are also plenty of nearby markets and areas to see a view of the city.
Santuario Histórico de Machu Picchu,accesibilidad,neutro,negativo,neutro→negativo,0.8675,resena_mixta,"Once you enter there are no bathrooms. Too many people blocking routes taking too many photos. Getting there is too much hassle. However, it was amazing to see."
Santuario Histórico de Machu Picchu,clima,neutro,negativo,neutro→negativo,0.8594,aspecto_debil,"It is really one of the 7 wonders, a great, magic and unique place! Please remember to take with you mosquito repellent and, if you find early morning fog, wait for the sun."
Museo Tumbas Reales del Señor de Sipán,clima,neutro,negativo,neutro→negativo,0.8351,aspecto_debil,Hermoso lugar...recomiendo visitarlo a todos los q pasen x Lambayeque Dato. Adentro del museo es todo bien oscuro y hace un poco de calor ya que todo está a 25 grados aproximadamente por el tema de la conservación de las joyas así q si van con niños pequeños la visita debe ser rápida...ya q se acaloran incluso sienten q se asfixian por el tema de la oscuridad más calor me imagino Y con cuidado ya q al salir corre bastante viento y el cambio de temperatura brusca en bebés los puede enfermar...
Reserva Nacional de Paracas,costos,neutro,negativo,neutro→negativo,0.8,ambiguedad_semantica,"Todo bien excepto por el cobro de la sombrilla el cobro es de S/. 20 soles ?? y cuando llegamos nunca vimos al Sr. que da se supone esta atento a darte ese servicio para abrir la sombrilla ya que las encuentras cerrada, estuvimos 3 hras y nosotros como es correcto nos acercamos a su lugar para realizar el pago y nos dijo es el servicio que se cobra, pero de que habla si nosotros mismas nos servimos ;O( malaso."
Santuario Histórico de Machu Picchu,costos,neutro,negativo,neutro→negativo,0.7451,ambiguedad_semantica,"The guards act irresponsibly and put the guests' health at risk by taking away their water. Attached is a photo of the entrance where this happend. We did Circuit 3 and got through the entrance of circuit 3/4 without any problems. When we entered again (through the entrance to the Mountain, which is also for Circuit 1+2) our backpack was suddenly too big. We had (for 2 people) 3l of water in a drinking system built into the backpack, 2 breads in a foldable can, sunscreen and 2 rain jackets. So nothing big, no plastic waste and our backpack fit in the small model box. We discussed in Spanish whether they really wanted to take away our water for the strenuous hike up the mountain in the midday heat, but they remained adamant. This irresponsible behavior inevitably leads to dehydration, which is dangerous since there is no way to buy more water. Otherwise the purchased ticket will be useless. I am horrified by the conditions there and how carelessly they provoke medical emergencies."
Museo de Sitio Huaca Pucllana,aforo_multitudes,neutro,negativo,neutro→negativo,0.7158,aspecto_debil,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena."
Líneas y Geoglifos de Nasca y Palpa,costos,neutro,negativo,neutro→negativo,0.6999,ambiguedad_semantica,"Me parece un timo te cuesta una pasta el taxi, la avioneta carísima, hay que pagar tasas, 3 veces te piden un pasaporte y la vacunación hay que pagar tasas, y al final es media hora lo que estás y ves las figuras pequeñitas eso sí no te mareas...Uf mucho mejor el mirador."
Santuario Histórico de Machu Picchu,aforo_multitudes,neutro,negativo,neutro→negativo,0.6945,aspecto_debil,"I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon"
Museo de Sitio Huaca Pucllana,costos,neutro,negativo,neutro→negativo,0.6771,ambiguedad_semantica,"La atención sigue siendo deficiente, están rellenando las copas permanentemente aunque no se necesite hacerlo, los licores que emplean en los cócteles no son de calidad y cuando recomiendan un plato este siempre es de los de mayor costo sin que asemejen al estilo de comida que iuno está consultando. Ya me ha sucedido varias veces; será que no interesa corregir por lo que es un lugar turístico que uno lleva amigos de fuera?"
Líneas y Geoglifos de Nasca y Palpa,aforo_multitudes,neutro,negativo,neutro→negativo,0.6652,aspecto_debil,Very disappointing experience. The lines are very small from the airplane. It is hard to find them. Enjoyed the much cheaper viewing tower more. Flight is not worth the money at all.
Centro Histórico de Lima,aforo_multitudes,neutro,negativo,neutro→negativo,0.6628,aspecto_debil,Centro historico de la ciudad. no muy interesante. falta mantenimiento municipal. bastante sucio y desprolijo. buena gente muy atentos todos los que les preguntamos. edificios abandonados.
Circuito Mágico del Agua,aforo_multitudes,neutro,negativo,neutro→negativo,0.6546,aspecto_debil,The place is nice but it is a risk going there . The surroundings are full of crooks and do not go into those food stands at the entrance of the place. They try to force you to go in. They will scam you with the bill big time and the place is rat infected. The authorities should try to protect the tourist.
Museo Tumbas Reales del Señor de Sipán,aforo_multitudes,neutro,negativo,neutro→negativo,0.6379,aspecto_debil,"Incredibly well designed museum that displays the history of Sipan, it’s Lords, their tombs, and the pyramidal structures which their cultures created. No photos allowed, because some people ruined it for everyone by continuously not turning off (or knowing hot to turn off) their camera flash, which led to deteriorating the ancient fabrics and metal varnish of the artifacts. Disappointing because there are some amazing pieces on display, that are of course worth visiting regardless of photography. Highly recommend coming to this museum if you visit Chiclayo."
Centro Histórico de Lima,aforo_multitudes,neutro,negativo,neutro→negativo,0.636,aspecto_debil,"Es una plaza bonita, amplia pero le falta más zonas verdes, está rodeada por la Casa de Gobierno, el Arzobispado, la Catedral, Municipalidad de Lima y negocios todos hermosas edificaciones antiguas y bien cuidadas, lamentablemente no se puede apreciar hacia más de un año que casi se ma tiene cerrada la policía no deja que entren según dice que por seguridad y eso impide el turismo y los negocios cercanos de artesanías sufren las consecuencias. Hay un caballo con una carreta que pasean al rededor no se cuánto cobran, cerca está la Iglesia de San Francisco donde se puede hacer un recorrido pagado por las catacumbas, también está cerca la Alameda Chabuca Granda un lugar que fue rescatado de la delincuencia, ahora encuentras bastantes carritos de venta de comida y postres típicos muy ricos y de precio cómodos también puedes ver grupos de música, baile y si es de tu gusto los cómicos ambulantes. Hay vigilancia pero de todas maneras hay que tener cuidado muy visitado por turistas en un solo lugar encuentras gran variedad de la gastronomía peruana sobre todo limeña. No recomiendo ir fin de semana hay muchísima gente."
Museo de Sitio Huaca Pucllana,clima,neutro,negativo,neutro→negativo,0.63,aspecto_debil,"Amazing!!! The Huaca Pucllana is a site of pre-Incan architecture from 1500 years ago, right in the middle of a modern city. The site was built as an area to perform war rituals, for leaders to express their power, connect religiously with their Gods and later used as a burial site. The brilliant minds back then used their knowledge of the earth to build a structure that can withstand any weather system. The mud bricks absorb the mist of Lima to strengthen itself and the upright bricks with spaces to withstand shock waves from earthquakes. All of this made by hand!!"
Reserva Nacional de Paracas,atencion_servicio,neutro,negativo,neutro→negativo,0.6251,ambiguedad_semantica,"Todo bien excepto por el cobro de la sombrilla el cobro es de S/. 20 soles ?? y cuando llegamos nunca vimos al Sr. que da se supone esta atento a darte ese servicio para abrir la sombrilla ya que las encuentras cerrada, estuvimos 3 hras y nosotros como es correcto nos acercamos a su lugar para realizar el pago y nos dijo es el servicio que se cobra, pero de que habla si nosotros mismas nos servimos ;O( malaso."
Monasterio de Santa Catalina,accesibilidad,neutro,negativo,neutro→negativo,0.595,ambiguedad_semantica,"Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar."
Centro Histórico de Lima,clima,neutro,negativo,neutro→negativo,0.5863,aspecto_debil,"Cómo toda plaza principal de Latinoamérica está rodeada por su catedral, edificios del estado. La plaza es linda y prolija.. con un montón de bancos para sentarse y disfrutar. Una fuente en el medio que es hermosa. Y la vista al palacio de gobierno. Solo que en lima hace bastante calor... Y la falta de árboles en esta plaza hace que no te den muchas ganas de quedarte a disfrutar."
Monasterio de Santa Catalina,costos,neutro,negativo,neutro→negativo,0.5793,resena_mixta,"Visité este lugar un sábado de abril 2023, la entrada costó S/40. Debo precisar que es un lugar muy grande con varios ambientes por visitar y que el servicio de guía es un costo adicional. Recomiendo tener cuidado con algunos ambientes porque pueden ser pesados, aprovechen la afluencia de los visitantes para ingresar en grupo."
Santuario Histórico de Machu Picchu,limpieza,neutro,negativo,neutro→negativo,0.5682,resena_mixta,"Once you enter there are no bathrooms. Too many people blocking routes taking too many photos. Getting there is too much hassle. However, it was amazing to see."
Centro Histórico de Lima,costos,neutro,negativo,neutro→negativo,0.5514,resena_mixta,"Es una plaza bonita, amplia pero le falta más zonas verdes, está rodeada por la Casa de Gobierno, el Arzobispado, la Catedral, Municipalidad de Lima y negocios todos hermosas edificaciones antiguas y bien cuidadas, lamentablemente no se puede apreciar hacia más de un año que casi se ma tiene cerrada la policía no deja que entren según dice que por seguridad y eso impide el turismo y los negocios cercanos de artesanías sufren las consecuencias. Hay un caballo con una carreta que pasean al rededor no se cuánto cobran, cerca está la Iglesia de San Francisco donde se puede hacer un recorrido pagado por las catacumbas, también está cerca la Alameda Chabuca Granda un lugar que fue rescatado de la delincuencia, ahora encuentras bastantes carritos de venta de comida y postres típicos muy ricos y de precio cómodos también puedes ver grupos de música, baile y si es de tu gusto los cómicos ambulantes. Hay vigilancia pero de todas maneras hay que tener cuidado muy visitado por turistas en un solo lugar encuentras gran variedad de la gastronomía peruana sobre todo limeña. No recomiendo ir fin de semana hay muchísima gente."
Circuito Mágico del Agua,atractivos,neutro,negativo,neutro→negativo,0.4647,ambiguedad_semantica,Not worth the visit unless you're traveling with kids. The place is super crowded and atmosphere isn't relaxing. The fountains don't have any music. Every hour (check website for laser show timings) there's a 15 min laser movie played over one of the fountains with music.
Circuito Mágico del Agua,seguridad,neutro,positivo,neutro→positivo,0.707,aspecto_debil,"Buena atención y las instalaciones en muy buenas condiciones. Hay estricto control en el ingreso pero están atentos dentro para evitar aglomeraciones. Ofrecen servicio de sillas de ruedas para los adultos mayores si lo necesitan (no hay costo, solo dejando un DNI). Servicios higiénicos aceptables y se puede ingresar con auto pagando aparte por ingresarlo. Si tienen auto lo recomiendo (afuera no es seguro aunque hay personas que ofrecen cuidarlo de manera informal). Así también sugiero comprar las entradas por internet."
Monasterio de Santa Catalina,atractivos,neutro,positivo,neutro→positivo,0.6908,ambiguedad_semantica,"Excelente lugar, aunque nos horarios, nos pasó que nuestra entrada era a las 5pm según su sistema y ya estaban cerrando, es algo que deben definir sobre los horarios. Su aplicación de guía falta mucho por mejorar y agregar una opción de RA. Por otro lado, me agrado que el personal cuidara mucho las imágenes y cuartos del lugar."
Reserva Nacional de Paracas,atractivos,neutro,positivo,neutro→positivo,0.6783,ambiguedad_semantica,"La experiencia fue genial, pero los S.S. H.H son un ascooo. Que pena por que es zona de reserva"
Centro Histórico de Lima,atractivos,neutro,positivo,neutro→positivo,0.6644,ambiguedad_semantica,Linda plaza central con una catedral que parece desde afuera muy grande y que lamentablemente no pudimos entrar.
Monasterio de Santa Catalina,aforo_multitudes,neutro,positivo,neutro→positivo,0.6529,aspecto_debil,"Acabo de visitar este lugar y realmente me impresionó. Es como entrar en una ciudad dentro de la ciudad: calles estrechas, plazas llenas de color, arcos y muros de sillar que transmiten paz y belleza en cada rincón. La conservación del convento es impecable y permite viajar al pasado mientras se descubre cómo vivían las monjas hace siglos. Me encantó la combinación de historia, arte y arquitectura colonial, todo acompañado de un ambiente muy tranquilo. La visita guiada fue clara y enriquecedora, llena de detalles que hacen la experiencia aún más especial. Sin duda, es uno de los sitios más imprescindibles de Arequipa. Lo recomiendo al 100 %. 🌸"
Monasterio de Santa Catalina,atencion_servicio,neutro,positivo,neutro→positivo,0.6309,ambiguedad_semantica,Fantastic buildings and good information in English. It was much bigger than expected and beautiful. Ticket price is quite expensive at 45 soles but is worth it.
Monasterio de Santa Catalina,atencion_servicio,neutro,positivo,neutro→positivo,0.6263,resena_mixta,Es bonito pero por 40 soles es carisimo y quizá no merezca la pena. La visita guiada está bien.
Santuario Histórico de Machu Picchu,atractivos,neutro,positivo,neutro→positivo,0.6184,ambiguedad_semantica,"I understand how Machu Picchu could once have been named one of the seven wonders of the modern world upon its discovery. A sacred place, suspended in the mountains and untouched by time — it must have felt like magic. But that time is long gone. Today, it’s overwhelmed by mass tourism. What truly broke it for me was seeing tourists cross safety barriers just to laugh and take selfies, ignoring the guards like misbehaving children. It made me question why I came at all. A place like this should be empty, inaccessible, preserved. I won’t return. I honestly hope it’s one day closed to protect its beauty and the peace it deserves. But in a capitalist world with millions of people all following the same paths — myself included — that probably won’t happen any time soon"
Valle del Colca,atencion_servicio,neutro,positivo,neutro→positivo,0.6074,ambiguedad_semantica,"Very nice landscape, it is just difficult to find a good guide/tour. I took a more expensive one but it was really worth it"
Monasterio de Santa Catalina,atractivos,neutro,positivo,neutro→positivo,0.5898,ambiguedad_semantica,Lugar para visitar sin lugar a dudas. Un poco cara la entrada y no incluye guia pero por unos $ mas se ofrecen en varias lenguas. Igual teniendo una idea de lo que vas a visitar te ayudas con las reseñas que hay en el lugar
Reserva Nacional de Paracas,costos,neutro,positivo,neutro→positivo,0.5109,resena_mixta,Muy buena playa. Todo muy tranquilo muy limpio . hay contenedores de basura . El único inconveniente es el servicio higiénico arriba ... Te cobran 2 soles !! Por usar el servicio no hay agua en los servicios higiénicos. No hay cambiadores. Nada y aún así te cobran 2 soles no es mucho pero me parece exceso cuando ya pagaste 10.00 soles para ingresar a la reserva de paracas. Y por persona.. Nosotros eramos 22 personas
Circuito Mágico del Agua,atractivos,positivo,negativo,positivo→negativo,0.9285,ambiguedad_semantica,After you pay to enter they make you pay anytime you need to use the bathroom. Go figure when you’re staring at water fountains the entire time! LOL. I had dollars and credit cards but no sol. They wouldn’t let me into the bathroom! Absolutely ridiculous! I had to beg a stranger for .50 Sol to pee. And on top of that the bathroom was dirty and smelled disgusting! Oh then they made us walk to opposite side of the park to exit when they have exits all over. If you want to to see water fountains I recommend using your own toilet! 😂
Centro Histórico de Lima,seguridad,positivo,negativo,positivo→negativo,0.869,aspecto_debil,"This is a beautiful square surrounded by beautiful buildings. However, it's surrounded by many other things as well. As of February 2024 police have mostly closed off the square to prevent additional demonstrations or unrest. For better or worse, that means it's essentially closed minus if you ask the police directly to allow you to take photos or cut through. You're not prohibited from entering, it's just not possible for everyone at once to enter."
Centro Histórico de Lima,seguridad,positivo,negativo,positivo→negativo,0.8283,aspecto_debil,Siempre bonito estar por la Plaza. Especialmente en fiestas especiales. Las presentaciones y museos siempre disponibles y no tan inseguro como antes. Está bien cuidado.
Reserva Nacional de Paracas,aforo_multitudes,positivo,negativo,positivo→negativo,0.8228,aspecto_debil,Esta epoca marzo hay poca gente y me parece genial tmb bine en febrero y era un caos
Ciudadela de Kuélap,limpieza,positivo,negativo,positivo→negativo,0.8217,ambiguedad_semantica,"Si vas en movilidad particular, para descanso y visitar Kuelap pueden quedarse en Nuevo Tingo hay hoteles, hospedajes y restaurantes, las oficinas y embarque para las telecabinas esta a cinco cuadras o 500 metros aproximadamente del centro de la ciudad. Previo al ingreso a la ciudadela de Kuelap encuentran señoras de la zona que venden bebidas, alimentos que te servirán para el recorrido, en la ciudadelas Kuelap existen recipientes para la basura. Llevar ropa para protegerse de la lluvia que se presenta inesperadamente. Ahora a disfrutar Kuelap. Precios ticket para telecabinas 20 soles por persona, adultos niños, ticket para ingreso a ciudadelas Kuelap 20 adultos, 10 universitario, 2 escolares (soles)."
Reserva Nacional de Paracas,limpieza,positivo,negativo,positivo→negativo,0.8022,ambiguedad_semantica,"MARAVILLOSO, lugar para disfrutar en familia, amigos. Las playas son maravillosas, puedes nadar y disfrutar de la arena fina! Excepto playa roja que no esta permitido ingresar, solo puedes mirar y siempre con cuidado ya que las olas en cualquier momento rompen con fuerza y hace unos meses fui testigo de un accidente ocurrido ahí. No esta permitido llevar comidas, ni botellas no reutilizables, cañitas, para evitar la contaminación, pueden llevar un poco de fruta pero no boten la basura al mar y tampoco dejen sus bolsas en la area, al salir pueden regresar con sus bolsas de basura para echarlas en el bote de basura que cuentan en la parte del ingreso."
Museo Tumbas Reales del Señor de Sipán,atractivos,positivo,negativo,positivo→negativo,0.7911,ambiguedad_semantica,El señor de Sipan is not open to the public at this time. Please know this. The museum should disclose this on google maps. They are doing maintenance on the room he is in. Two temporary exhibitions are open and entrance is free. The guides and staff are most apologetic about this . We travelled a long way to see this. If we had known we would not have come this way. Email museum before you travel. They respond on Facebook. Might open in January 2024. Check first and save yourself the disappointment. Brunning museum is still worth a visit.
Centro Histórico de Lima,aforo_multitudes,positivo,negativo,positivo→negativo,0.7661,aspecto_debil,"La.zona céntrica de Lima es muy Hermosa, la arquitectura es fantástica, la gente dice que es muy peligrosa, pero en mi viaje la verdad no tuve ningún contratiempo, ninguna persona dueña de lo ajeno observé por ahí, ni ningún consumidor, todo tranquilo."
Santuario Histórico de Machu Picchu,aforo_multitudes,positivo,negativo,positivo→negativo,0.7177,aspecto_debil,"Magnificent place! Sometimes, weather is unpredictable and can change from very cloudy to less cloudy in an hour. A few people I met had very high expectations of seeing a clear sky at Machu Picchu. If you are one of them, my recommendation in that case don't come here during the rainy season because the weather is a lottery. Also, watch out for flies. If they bite you, the mark may not go away for months."
Reserva Nacional de Paracas,aforo_multitudes,positivo,negativo,positivo→negativo,0.7001,aspecto_debil,"Aguas frías y verdosas, brisa feesca, arena blanca un poco gruesa. Poca gente. Perfecta!!!"
Santuario Histórico de Machu Picchu,limpieza,positivo,negativo,positivo→negativo,0.694,ambiguedad_semantica,"Es un lugar maravilloso y encantador. Hay que llegar temprano, para avanzar con calma. De preferencia, llegue con su guía turístico, aunque allá se puede contratar el servicio a la entrada. Lleve carpas por si llueve, agua para hidratarse y una buena cámara. Sea paciente con el clima, porque es impredecible. Sea buen turista para tomarse las fotos y dejar que otros puedan tomar sus fotos. Los niños deben evitar correr, por accidentes y por respeto al lugar. También preste atención a la historia, porque se aprende mucho. A la salida hay que hacer la fila para tomar el transporte de regreso. No arroje basura."
Santuario Histórico de Machu Picchu,limpieza,positivo,negativo,positivo→negativo,0.6663,ambiguedad_semantica,"Una advertencia muy seria y real es que acá casi todo turista que visita Perú llega a este sitio que no es nada barato empezando con lo absurdamente caro que es el Tren que es el único medio (práctico y rápido) para llegar a Aguascalientes cuyo pasaje de ida y vuelta fácilmente te gastas 160 dólares, la entrada se tiene que comprar en línea con al menos 40 días de anticipación y el transporte de subida y bajada a las ruinas cuesta 24 dólares, no se gastarán menos de 220 dólares, lo terrible de esto es que el lugar siempre está atestado de gente se hacen largas filas para comprar pasajes de el bus, para subirse en el para regresarse, fila para entrar y ahí se te pueden ir fácilmente 4 horas si 4 horas, el clima es traiciónero en cualquier momento llueve y te frusta meses de planeación, por otro lados la Cuidad Perdida es simplemente subreal 😍"
Santuario Histórico de Machu Picchu,aforo_multitudes,positivo,negativo,positivo→negativo,0.6602,aspecto_debil,"Vale mucho la pena visitar Machu Picchu!!! Fui con pocas expectativas, esperando encontrarme con montones de turistas abarrotados en los mismo lugares, y ni fue así. 1- Saque entradas para el 30 de Septiembre, para hacer uno de los circuitos (1, 2, 3 o 4) porque no había más para subir a las montañas (Huayna Picchu o Macchu Picchu). El horario que quedaba era de las 12pm a 1pm. Fue perfecto porque tuve tiempo de subir desde Aguas Calientes hasta el control de la ciudadela que me tomó 1 hora y media aprox. La subida es cansadora pero bien señalizada. Siempre me encontré con gente subiendo o bajando. Esta es la alternativa al bus de Cosettur. Contraté una guía en la entrada a Machu Picchu, salía 70 USD de forma privada o 15 USD compartido en un grupo de 8 personas aprox. Si vas sola/o como yo, te piden que esperes a que se junte más gente para ingresar con el guía (no te pierdes el horario de entrada). El paso lo marca el guía quien va explicando todo. Faaaaa, ver la citadela con Huayna Picchu detrás fue majestuoso!!! Este día no tome el bus, y decidí bajar por donde había subido. 2- Mi segundo día, 1 de Octubre, pude sacar entradas para hacer Circuito 3 + Montaña Machu Picchu. Presten atención al horario que pueden ingresar a la ciudadela 👀. Mi entrada era para ingresar a la montaña de 8 a 9 am, pero pude ingresar al complejo a las 7 am (me aviso la guía el día anterior, sino hubiese perdido el horario de subir a la montaña). Subir a Machu Picchu es mega cansado, no voy a mentir. Me tomó 2 horas desde las 7:20 am llegar al mirador de la montaña. Para aquellos con más entrenamiento y/o más jóvenes, podrán hacerlo en 1 hora y media o menos. Las vistas de todos los paradores son impresionantes 😲 👌 😍. Llegar a la cima es un logro, que se premia con las vistas de la ciudadela y de Huayna Picchu. La poca gente que sube, se queda descansando admirando las vistas 360° del mirador. Para todo aquel aventurero, las/los animo a comprar este ticket. Bajar me tomó 1 hora y 15/20 minutos aprox. Antes de subir a la montaña, hay un control donde te hacen firmar, escribir la hora y demás (como cualquiera montaña en otras partes del mundo). Y cuando uno baja, tienes que firmar y escribir la hora. Es la forma de controlar que todos los que subieron pudieron bajar. Los guardias controlan que quienes suban están bien. Me contaron que el año pasado falleció un turista que subió muy rápido a la montaña, de un ataque al corazón. Así que escuchen su corazón y presten atención a sus sentidos, no se agoten por llegar. Lo único que no me gustó es llegar con muchas personas, y parecía que había algunos que ocupaban buenos lugares para las fotos sin dejar que otros saquen fotos. No se permiten palos de selfies! Tips: - traer sombrero (si pueden con asas que cubran el cuello tambien) - repelente de mosquitos - protector solar - agua (1 litro por persona recomiendo) - cámara de fotos - muchas ganas de asombrarse - ganas de caminar y motivación para moverse dentro del complejo - dentro de la ciudadela no se permite comer - si sienten que pueden, suban en bus y bajen por las escaleras a Aguas Calientes (yo pude, ida y vuelta, no estoy fit y tengo 40 años 😉). Para los más aventureros definitivamente les recomiendo subir y bajar a pie (evitar el bus, las personas tienen mucha ansiedad y se nota la desesperación por llegar primero) - realicen el circuito 2, que es donde tienen las plataformas para tomar buenas fotos - pasen 1 noche en Aguas Calientes o Ollantaytambo luego de hacer Machu Picchu - se pronuncia Machu Pic-t-chu (porque Pichu significa otra palabra en quechua y no está bien visto) DISFRUTEN LO QUE OFRECE LA PACHAMAMA Y DELEITEN SUS OJOS CON TANTA MAJESTUOSIDAD ❤"
Santuario Histórico de Machu Picchu,atractivos,positivo,negativo,positivo→negativo,0.6449,ambiguedad_semantica,"Una advertencia muy seria y real es que acá casi todo turista que visita Perú llega a este sitio que no es nada barato empezando con lo absurdamente caro que es el Tren que es el único medio (práctico y rápido) para llegar a Aguascalientes cuyo pasaje de ida y vuelta fácilmente te gastas 160 dólares, la entrada se tiene que comprar en línea con al menos 40 días de anticipación y el transporte de subida y bajada a las ruinas cuesta 24 dólares, no se gastarán menos de 220 dólares, lo terrible de esto es que el lugar siempre está atestado de gente se hacen largas filas para comprar pasajes de el bus, para subirse en el para regresarse, fila para entrar y ahí se te pueden ir fácilmente 4 horas si 4 horas, el clima es traiciónero en cualquier momento llueve y te frusta meses de planeación, por otro lados la Cuidad Perdida es simplemente subreal 😍"
Monasterio de Santa Catalina,costos,positivo,negativo,positivo→negativo,0.6448,ambiguedad_semantica,"Beautiful monastery, get a guide when you get inside, doesn't cost much and you'll learn lots about how the nuns used to and still live in this monastery."
Centro Histórico de Lima,limpieza,positivo,negativo,positivo→negativo,0.6278,ambiguedad_semantica,La municipalidad de Lima debería cuidar muchísimo la limpieza de los accesos a la Plaza Mayor (sobretodo Jr. de La Unión) que por la noche (8pm) está lleno de basura
Circuito Mágico del Agua,aforo_multitudes,positivo,negativo,positivo→negativo,0.6247,aspecto_debil,"En la mañana es gratuito, pero las piletas están apagadas, igual es un buen momento para ir a relajarse con los niños porque está limpio y casi sin gente. En la tarde a partir de las 2pm abre como circuito de aguas, entrada 4 soles, estacionamiento 10, había gente pero manejable, a partir de las 6pm prenden las luces , no nos pudimos quedar porque a las 5 empezó a entrar cada vez más y más personas, recomendaría retirarse a esa hora, fuimos fin de semana ambas veces , tanto en la mañanita que fue de 9a 11, a las 11 am ya te botan, y fuimos en la tarde otro fin a las 3:30, día de semana seguro hay menos gente."
Ciudadela de Kuélap,limpieza,positivo,negativo,positivo→negativo,0.6196,resena_mixta,"Hermoso lugar, una gran experiencia que no te puedes persor, Pero eso sí, práctica el turismo con responsabilidad no vayas a dejar basura por ahí, cuidar de nuestra cultura es responsabilidad y tarea de todos. Vas a necesitar una buena cámara Kuélap tiene paisajes y vistas espectaculares."
Reserva Nacional de Paracas,aforo_multitudes,positivo,negativo,positivo→negativo,0.5862,aspecto_debil,"Es Hermoso esta playa, muy limpia, poca gente, el agua es helada, pero es bonita y fantastica ...."
Reserva Nacional de Paracas,accesibilidad,positivo,negativo,positivo→negativo,0.5658,ambiguedad_semantica,"Todo bien excepto por el cobro de la sombrilla el cobro es de S/. 20 soles ?? y cuando llegamos nunca vimos al Sr. que da se supone esta atento a darte ese servicio para abrir la sombrilla ya que las encuentras cerrada, estuvimos 3 hras y nosotros como es correcto nos acercamos a su lugar para realizar el pago y nos dijo es el servicio que se cobra, pero de que habla si nosotros mismas nos servimos ;O( malaso."
Ciudadela de Kuélap,atractivos,positivo,negativo,positivo→negativo,0.5478,ambiguedad_semantica,"Interesting history, it’s a shame the site is in such disrepair. Visit before the rock crumbles even further."
Santuario Histórico de Machu Picchu,atractivos,positivo,negativo,positivo→negativo,0.528,ambiguedad_semantica,SOLO TE PERMITEN 2:30 minutos de visita. NO SE PUEDE DISFRUTAR DE ESTA MARAVILLA. NO DA TIEMPO A VER TODO. MENOS MAL QUE EL DIA ANTERIOR HICE PARTE DEL CAMINO INCA ANDANDO.
Monasterio de Santa Catalina,aforo_multitudes,positivo,negativo,positivo→negativo,0.5167,aspecto_debil,"El lugar es inmenso y hermoso, toma más de dos horas su recorrido si entras a todas las habitaciones, te recomiendo comprar las entradas por internet así te evitas la cola de la boletería, sobre todo si es el último domingo del mes en que la entrada cuesta S/10 soles para adultos, el precio normal es de S/40 soles. No te aloques buscando la foto cuando recién entras, el convento tiene muchos ambientes hermosos para fotografíar. Ve con tiempo para que puedas pasear tranquilo y por todo el lugar, vale la pena."
