annotation_id,a1,a2,a3,consenso,n_acuerdo,aspecto,text_clean
gm_86a2dd6c7531598b__atencion_servicio,neutro,neutro,positivo,neutro,2,atencion_servicio,"Not what we expected, the one day tour is not worth the drive, so consider staying there 2 days"
gm_86a2dd6c7531598b__alojamiento,neutro,neutro,positivo,neutro,2,alojamiento,"Not what we expected, the one day tour is not worth the drive, so consider staying there 2 days"
gm_ace3656cc9de7c00__atencion_servicio,neutro,positivo,neutro,neutro,2,atencion_servicio,"El sitio arqueológico esta muy bien, pero se lo puede apreciar mejor con un buen guía que sepa. No tuvimos esa suerte nosotras - nos tocó una guía que claramente no tenía mucha información y respondía siempre lo mismo ante las diferentes preguntas de los visitantes."
gm_2e7730d7c6e3066e__atractivos,positivo,neutro,positivo,positivo,2,atractivos,SOLO TE PERMITEN 2:30 minutos de visita. NO SE PUEDE DISFRUTAR DE ESTA MARAVILLA. NO DA TIEMPO A VER TODO. MENOS MAL QUE EL DIA ANTERIOR HICE PARTE DEL CAMINO INCA ANDANDO.
gm_4f2ddf724e8cc245__seguridad,positivo,neutro,positivo,positivo,2,seguridad,"Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪."
gm_4f2ddf724e8cc245__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪."
gm_21bb3a078a9508fa__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles"
gm_21bb3a078a9508fa__costos,positivo,neutro,positivo,positivo,2,costos,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles"
gm_59b8577d449b60b8__atractivos,positivo,neutro,positivo,positivo,2,atractivos,This is only worth a visit if you have kids for the show otherwise the other fountains are not that great…they don’t move with the music. The atmosphere is not so relaxing.
gm_59b8577d449b60b8__costos,positivo,neutro,positivo,positivo,2,costos,This is only worth a visit if you have kids for the show otherwise the other fountains are not that great…they don’t move with the music. The atmosphere is not so relaxing.
gm_bbc5fb1e6be5ff2c__atractivos,neutro,neutro,positivo,neutro,2,atractivos,"Its ok, very large with some pretty streets and an interesting history if you like religious things. I wasn't blown away by it but it filled some time."
gm_c91401108ef977a7__atractivos,neutro,neutro,positivo,neutro,2,atractivos,Una vez más hay que mejorar la gestión por qué la afluencia de gente hace que la experiencia no sea agradable...
gm_3bc81111a43af8e1__clima,neutro,positivo,positivo,positivo,2,clima,Great experience! I would recommend to go very early in the morning to avoid the sun and to be the first one to visit the museum.
gm_42091feb2828f786__aforo_multitudes,neutro,positivo,positivo,positivo,2,aforo_multitudes,Concurrida plaza. Vale la pena visitarla. A sus alrededores se encuentran los mejores edificios históricos y coloniales de la Lima antigua.
gm_417d3b2c1829047a__atractivos,neutro,positivo,positivo,positivo,2,atractivos,"El monasterio, está muy cuidado y ordenado, hay información en cada punto. Pero creo que el costo es muy alto para lo que es. Pague igual a un extranjero."
gm_9c35b00f5e57864f__accesibilidad,neutro,neutro,negativo,neutro,2,accesibilidad,Very disappointing experience. The lines are very small from the airplane. It is hard to find them. Enjoyed the much cheaper viewing tower more. Flight is not worth the money at all.
gm_9c35b00f5e57864f__aforo_multitudes,neutro,neutro,negativo,neutro,2,aforo_multitudes,Very disappointing experience. The lines are very small from the airplane. It is hard to find them. Enjoyed the much cheaper viewing tower more. Flight is not worth the money at all.
gm_ba291acca12619cc__seguridad,neutro,neutro,negativo,neutro,2,seguridad,"La fortaleza es hermosa pero toda la organización en la boletería es un desastre. Los boletos deben ser comprados online y su página web es un desastre, lenta y desde un celular es literal imposible realizarlo. Los tickets para el teleférico es otra estafa, cada vez son más y más caros y si pagas con tarjeta o yape te cobran comisión! (Desde cuándo yape te cobra comisión?). De verdad que no se esfuerzan nada por mejorar el servicio y sus sistema pero si se preocupan por incrementar los precios. Terrible organización."
gm_ba291acca12619cc__atencion_servicio,neutro,neutro,negativo,neutro,2,atencion_servicio,"La fortaleza es hermosa pero toda la organización en la boletería es un desastre. Los boletos deben ser comprados online y su página web es un desastre, lenta y desde un celular es literal imposible realizarlo. Los tickets para el teleférico es otra estafa, cada vez son más y más caros y si pagas con tarjeta o yape te cobran comisión! (Desde cuándo yape te cobra comisión?). De verdad que no se esfuerzan nada por mejorar el servicio y sus sistema pero si se preocupan por incrementar los precios. Terrible organización."
gm_7f72c0e4b40f7dd5__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"Two stars compared to my expectations. It's a beautiful place, but overrun with people, expensive to get to, and v touristy. Think Disney meets Williamsburg. I did enjoy the hike up Machu Picchu mountain and the conversations with other travelers. We took the bus up, and hiked back down. The hike up is a serious climb, so be prepared! If you'd like to avoid the train, you can get a bus to a hydroelectric plant from Cusco and, from there, hike a couple hours to Aguas Calientes. Overall, the guides we heard didn't have knowledge that made it worth the cost. I'd recommend and audio tour online instead. There are more beautiful places and hikes to be found in the world."
gm_72c9fe1d3cf7ad6e__atractivos,positivo,neutro,positivo,positivo,2,atractivos,After you pay to enter they make you pay anytime you need to use the bathroom. Go figure when you’re staring at water fountains the entire time! LOL. I had dollars and credit cards but no sol. They wouldn’t let me into the bathroom! Absolutely ridiculous! I had to beg a stranger for .50 Sol to pee. And on top of that the bathroom was dirty and smelled disgusting! Oh then they made us walk to opposite side of the park to exit when they have exits all over. If you want to to see water fountains I recommend using your own toilet! 😂
gm_8b5640662277a1b2__accesibilidad,neutro,neutro,negativo,neutro,2,accesibilidad,"Falta mejorar los servicios, el cobro por el ingreso a las islas ballestas puede ser, pero para el ingreso a las playas no, ya que las playas tenemos derecho al ingreso todos los peruanos, se ve como si las hallán pivatizado, el pago del derecho por parqueo al lugar donde se embarcan para ir a las islas ballestas me parece un exeso, 5 soles la hora, osea cada usuario esta obligado a pagar 15 soles, costa de cochera mas caro que en Lima, las pistas para las playas estan bien deterioradas, llenas de huecos, encalaminados y trochas por tramos y tampoco se ve personal que este dando mantenimiento a las pistas y que justifiquen el cobro por ir a las playas con tarifas tan altas, con ese criterio entonces todos los peruanos estariamos obligados a pagar 11 soles para poder bañarnos en cualquie playa de nuestro litoral, teniendo en cuenta que todos contribuimos con el país pagando nuestros impuestos directamente con los impuestos a nuestros sueldos y con los impuestos nuestros patrimonios privados que pagamos y indirectamente con los impuestos que pagamos al comprar los articulos consumidos diariamente, considerardo que nuestros impuestos son uno de los mas caros de la región, frente a esta problematica podriamos hacernos la siguiente pregunta, merecemos los peruanos pagar para el ingreso a una playa de nuestro mar Peruano y sobre todo si algunos hemos nacido en Ica?"
gm_acfc6e9cc8990149__atencion_servicio,neutro,neutro,positivo,neutro,2,atencion_servicio,"It was pretty, but not worth the money in my opinion! It is one of the only ""touristy"" things to do in arequipa so we felt obliged to do it!"
gm_08f7d12d4af351c0__atractivos,neutro,positivo,positivo,positivo,2,atractivos,"El show principal es proyector sobre el agua y ya está, entretenido el movimiento del agua 😄"
gm_1f007a27f9043521__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Extremely disappointed. Long journey only to get to the site and find you can’t enter, only view from a platform from below. This view is literally just of a wall. Appreciate they need fix part of the site but I wouldn’t not recommend making the journey here until it’s properly open."
gm_98fcb956a01d4c0f__atractivos,neutro,neutro,positivo,neutro,2,atractivos,Para mi el lugar es increible lo garantizo 100% fue el viaje de mi vida. Lo que me decepciono fueron los guardias que estan por todos lados observando son muy estrictos y no te dejan quitar la mascarilla para las fotos pues obvio es el sueño de toda persona viajar tan lejos para tomar su foto de recuerdo aun estando en el aire libre y con distanciamiento social usan un silvato y si te llaman la atencion 3 veces te expulsan de el paseo por las ruinas de Machu Picchu. Yo me arriesgue rapidamente quitarme la mascarilla y pude tomar unas foticos que me encantaron.
gm_67c21d17ef011382__accesibilidad,neutro,negativo,neutro,neutro,2,accesibilidad,"Once you enter there are no bathrooms. Too many people blocking routes taking too many photos. Getting there is too much hassle. However, it was amazing to see."
gm_67c21d17ef011382__limpieza,neutro,negativo,neutro,neutro,2,limpieza,"Once you enter there are no bathrooms. Too many people blocking routes taking too many photos. Getting there is too much hassle. However, it was amazing to see."
gm_4ca125854df1127c__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Estuve 10 años atrás en en parque de las aguas. Fue esoectacular. Pero ahora todo cambio muchísimo. Nada que ver con anterior. Sacaron 3/4 de todos los fuentes , no hay mas fuente de la pava con tasa. El parque de las aguas convertio en el parque de diverciones para los niños con atracciones . Entiendo, que hay que ganar plata de distintos medos, pero se fue magia del parque . 10 años atrás fue shoy excelente ( tengo videos), escuchamos música Vivaldi y otros compositores clásicos. La música sonaba constantemente sin parar. Ahora no, solamente con shoy , tampoco entendemos de que se trataba shoy . De reconquista? No me gustó, y no vuelvo más . Otra ves repito: si hacen dinero, quiero que los hacen bien. Si cobran los baños, hay que hacer los que la gente no esperan medio hora , que los limpian y ponen asiento. Los hinodoros de los baños son sucios y no tienen asientos, pero te cobran"
gm_4ca125854df1127c__limpieza,neutro,negativo,neutro,neutro,2,limpieza,"Estuve 10 años atrás en en parque de las aguas. Fue esoectacular. Pero ahora todo cambio muchísimo. Nada que ver con anterior. Sacaron 3/4 de todos los fuentes , no hay mas fuente de la pava con tasa. El parque de las aguas convertio en el parque de diverciones para los niños con atracciones . Entiendo, que hay que ganar plata de distintos medos, pero se fue magia del parque . 10 años atrás fue shoy excelente ( tengo videos), escuchamos música Vivaldi y otros compositores clásicos. La música sonaba constantemente sin parar. Ahora no, solamente con shoy , tampoco entendemos de que se trataba shoy . De reconquista? No me gustó, y no vuelvo más . Otra ves repito: si hacen dinero, quiero que los hacen bien. Si cobran los baños, hay que hacer los que la gente no esperan medio hora , que los limpian y ponen asiento. Los hinodoros de los baños son sucios y no tienen asientos, pero te cobran"
gm_e63811f44c60c7d5__atencion_servicio,neutro,neutro,positivo,neutro,2,atencion_servicio,Es bonito pero por 40 soles es carisimo y quizá no merezca la pena. La visita guiada está bien.
gm_15f1140c77d82a42__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"El sitio es increíble, le doy un 2 por la penosa organización que hay y el dinero que te dejas para poder verlo, un completo sin sentido. El primer punto negativo es tener que elegir que parte del lugar ver me parece un sinsentido, nosotros pagábamos por el tour 3A con Huaynapichu que no es especialmente económico y nos fuimos con la sensación de que nos faltaba por ver una gran parte. Además de que tienes el tiempo cobrado, en nuestro caso solo podíamos estar dentro 2h. Hay que añadir que antes de poder entrar hay que esperar una hora en el pueblo para que te suba el autobús, y después otros cuarenta minutos para entrar. Nuestra entrada era a las 7.00, terminamos entrando a las 7.30. El tour y la visita a la montaña fue bien, pero al salir estuvimos otra hora esperando hasta montar en el autobús de vuelta al pueblo. No me quiero imaginar estas esperas con frío o lluvia, pues estás completamente a la intemperie. Es algo que la autoridad competente tiene que pensar, no pueden tener a la gente en estas condiciones. En la vida habíamos visto algo así."
gm_2eda987bb66346e1__accesibilidad,positivo,neutro,neutro,neutro,2,accesibilidad,En la avioneta todo bien excelenteel servicio el lugar la.atención👍.. Y el costo dentro de lo normal así que sin ningún problema .. En el mirador la verdad es que no es muy agradable .. Entran tal cual llegan si hay mucha gente igual los hacen subir... Si buscas servicio higiénico definitivamente no es nada recomendable los públicos que están ahí.. Realmente asqueroso 👎
gm_2eda987bb66346e1__atencion_servicio,positivo,neutro,neutro,neutro,2,atencion_servicio,En la avioneta todo bien excelenteel servicio el lugar la.atención👍.. Y el costo dentro de lo normal así que sin ningún problema .. En el mirador la verdad es que no es muy agradable .. Entran tal cual llegan si hay mucha gente igual los hacen subir... Si buscas servicio higiénico definitivamente no es nada recomendable los públicos que están ahí.. Realmente asqueroso 👎
gm_e21bb8f18a80cbd9__atencion_servicio,positivo,positivo,neutro,positivo,2,atencion_servicio,"Uno de los mejores museos en Perú, nos muestra toda la riqueza de la cultura Mochica, si deseas incluye una visita guiada y vale la pena, muy bien ambientado y explicado"
gm_7420ef9e26ce1600__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Me pareció bonito las piletas, pero el puente de agua y los juegos de chorros de agua no me gustaron, están cerca dos, entran por grupos y a cada rato te gritan los de la municipalidad que no puedes hacer esto y que no pueden hacer aquello, pesimo, deberían dejarlo libre sin límite de tiempo, me aburren las colas."
gm_9226d47a4ae4af4e__costos,neutro,neutro,negativo,neutro,2,costos,"Para ir primero, toman carro en la terminal hacia kuelap que está 7 soles. Luego toman el teleferico que está 20,40 soles por persona que incluye ida y vuelta en la couster y teleférico 🚡 y que solo lo pueden usar hasta la hora que te indican, sino deberás volver a pagar los 20,40 soles para regresar. Al llegar deben pagar 30 soles por persona adulta para ingresar a kuelap, y finalmente subir a kuelap que es 30 minutos de caminata hacia arriba. De bajada es más rápido. A mi opinión personal, pienso que está sobrevalorado el costo de ingresar, ya que hay miradores con árboles de eucalipto y frutos en el camino, donde la entrada es 3 soles y que están cerca, asimismo podrían ir a las cataratas de gocta más temprano o los miradores de huancas y uno más que no me acuerdo. La verdad, que más me emocionó subir al teleferico 🚡 que llegar a kuelap, que fue la única decepción de mi viaje, además que ya no permiten ingresar a las casitas para tomar foto. Antes se podía según lo que me contó una persona que ya visitaba el lugar por segunda vez. Olvidaba, para ir a kuelap NO TOMEN GUIADO NI TOUR. no es necesario, es fácil de llegar."
gm_9226d47a4ae4af4e__atencion_servicio,neutro,neutro,negativo,neutro,2,atencion_servicio,"Para ir primero, toman carro en la terminal hacia kuelap que está 7 soles. Luego toman el teleferico que está 20,40 soles por persona que incluye ida y vuelta en la couster y teleférico 🚡 y que solo lo pueden usar hasta la hora que te indican, sino deberás volver a pagar los 20,40 soles para regresar. Al llegar deben pagar 30 soles por persona adulta para ingresar a kuelap, y finalmente subir a kuelap que es 30 minutos de caminata hacia arriba. De bajada es más rápido. A mi opinión personal, pienso que está sobrevalorado el costo de ingresar, ya que hay miradores con árboles de eucalipto y frutos en el camino, donde la entrada es 3 soles y que están cerca, asimismo podrían ir a las cataratas de gocta más temprano o los miradores de huancas y uno más que no me acuerdo. La verdad, que más me emocionó subir al teleferico 🚡 que llegar a kuelap, que fue la única decepción de mi viaje, además que ya no permiten ingresar a las casitas para tomar foto. Antes se podía según lo que me contó una persona que ya visitaba el lugar por segunda vez. Olvidaba, para ir a kuelap NO TOMEN GUIADO NI TOUR. no es necesario, es fácil de llegar."
gm_306b788903e06f6f__accesibilidad,positivo,neutro,neutro,neutro,2,accesibilidad,Great place in the center of Lima at a low price. Overall it was around $2-3 to enter. There is plenty to see there and if possible avoid weekends as it is when it gets crowded. Worth checking out to escape the hustle and bustle of the city.
gm_0136658052b6a10d__atractivos,positivo,neutro,positivo,positivo,2,atractivos,Royal tombs of sipan museum is good one to enjoy with family and friends too...
gm_2687fee513118dbc__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"Nice to watch, but I wouldn't have needed a tour. (but without a tour you can't get in) It lasts 1h, price was 15 soles, and you have to reserve for a tour in advance. In retrospect for me it would have been enough, to see the building from outside and read all the information on the internet. Our guide also didn't seem very motivated."
gm_7b3158e5902afae3__accesibilidad,neutro,negativo,neutro,neutro,2,accesibilidad,"No me gustó para nada este lugar, muy caro el precio para un sazón tan malo, lo único es que tiene una vista arqueológica pero eso no lo hace bueno, el servicio es regular, a los meseros se les olvidan los pedidos y confunden los comensales, terrible. Se ve llegar clientela adinerada pero no lo comprendo porque en teoría sería la más incómoda. No lo recomiendo para nada, sentí que pague caro para comer algo tan decepcionante"
gm_01d0e6c2ef76c130__seguridad,positivo,neutro,positivo,positivo,2,seguridad,"Para ir al machu picchu tienes que comprar las entradas con 2 o 3 meses de antelacion. He ido con mi familia y no es lo que esperaba, tienes que pagar por todo, si vas a subir a las montañas tienes que ir preparado con mucha agua y ropa comoda. Además para entrar al machu picchu tienes que pagar por circuitos, antes no hacia falta ya que con el circuito 1 se podia ver todo, ahora tienes que pagar por ver cada cosa, por ejemplo: en el circuito 1 solo ves el machu picchu desde fuera y subir la montaña, nada más. Si subes las montañas es bajo tu responsabilidad y si te caes o te haces daño tienes que pagar mucho dinero para un medico (creo que mas de 100 dolares). Tampoco es que al subir la montaña haiga una recompensa tremenda, subi la montaña del circuito 1 y solo habian unas sillas y un letrero de cuanta altura tiene la montaña. Puedes sacar buenas fotos pero nada más, si no traes agua, mejor ni lo intentes, tienes tiempo limite hasta las 12:00 mediodia para subir y se tarda unas 4 horas a paso lento. Si vas a subir tambien recomiendo llevar repelentes para los mosquitos ya que hay muchos mosquitos. Si te gusta escalar este viaje es para ti, pero si eres un poco sedentario no vale la pena pagar tanto solo para subir una montaña y tomarte unas cuantas fotos, por cierto, si llueve olvidate de subir los cerros, es imposible y probablemente te rompas o te hagas daño o peor. No hay seguridad alguna. Sinceramente es bonito para pasar el dia pero tienes que comprar los demas circuitos (1,2,3,4) , porque si no, no puedes ver nada. Recalco otra vez, tienes que pagar por todo, TODO. Las fotos son preciosas pero no todo lo que brilla es oro. Se podria distribuir mejor y que todo no sea tan caro. Igualmente muy bonito Perú y hermoso el machu picchu aunque con lo que cobran se podria mejor muchisimo."
gm_01d0e6c2ef76c130__accesibilidad,negativo,neutro,neutro,neutro,2,accesibilidad,"Para ir al machu picchu tienes que comprar las entradas con 2 o 3 meses de antelacion. He ido con mi familia y no es lo que esperaba, tienes que pagar por todo, si vas a subir a las montañas tienes que ir preparado con mucha agua y ropa comoda. Además para entrar al machu picchu tienes que pagar por circuitos, antes no hacia falta ya que con el circuito 1 se podia ver todo, ahora tienes que pagar por ver cada cosa, por ejemplo: en el circuito 1 solo ves el machu picchu desde fuera y subir la montaña, nada más. Si subes las montañas es bajo tu responsabilidad y si te caes o te haces daño tienes que pagar mucho dinero para un medico (creo que mas de 100 dolares). Tampoco es que al subir la montaña haiga una recompensa tremenda, subi la montaña del circuito 1 y solo habian unas sillas y un letrero de cuanta altura tiene la montaña. Puedes sacar buenas fotos pero nada más, si no traes agua, mejor ni lo intentes, tienes tiempo limite hasta las 12:00 mediodia para subir y se tarda unas 4 horas a paso lento. Si vas a subir tambien recomiendo llevar repelentes para los mosquitos ya que hay muchos mosquitos. Si te gusta escalar este viaje es para ti, pero si eres un poco sedentario no vale la pena pagar tanto solo para subir una montaña y tomarte unas cuantas fotos, por cierto, si llueve olvidate de subir los cerros, es imposible y probablemente te rompas o te hagas daño o peor. No hay seguridad alguna. Sinceramente es bonito para pasar el dia pero tienes que comprar los demas circuitos (1,2,3,4) , porque si no, no puedes ver nada. Recalco otra vez, tienes que pagar por todo, TODO. Las fotos son preciosas pero no todo lo que brilla es oro. Se podria distribuir mejor y que todo no sea tan caro. Igualmente muy bonito Perú y hermoso el machu picchu aunque con lo que cobran se podria mejor muchisimo."
gm_8061a4f774da2104__atractivos,positivo,neutro,positivo,positivo,2,atractivos,Looked lovely but completely blocked off by police via all the feeding streets for kilometres around so we couldn’t access. Check before you go as this was unexpected.
gm_47c0301122f7c4a2__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"El recorrido nocturno es el mejor, un poco tenebroso ya que va poca gente y está ambientado con velas, mecheros y carbón. Aunque en la entrada dicen que el recorrido toma una hora, sugeriría destinarle dos horas porque vale la pena. Lo único que no me gustó fue que a pesar del precio (40 soles) no incluya el guía."
gm_663e302d4ba6fb3b__costos,positivo,neutro,positivo,positivo,2,costos,"Muy bonito el lugar, la entrada son 15 soles, si tienes carnet de estudiante o docente de cualquier parte del mundo te hacen 50% de descuento en la entrada. Siempre vas acompañado de un guía y los recorridos son cada hora, con una duración aprox de 1 hora, te llevan por toda la huaca contando la historia y al final te llevan a la zona donde tienen la vegetación y animales que consumían en esa época, ahí podrás conocer a las llamas. El lugar en si es muy intagrameable, vale totalmente la pena, no olviden de preferencia ir con ropa cubierta por el sol y usar mucho bloqueador o en su defecto llevar sombrilla. Al final antes de salir puedes entrar a un museo donde verás objetos reales de la época y su explicación. El horario es hasta las 4:30 p.m. así que estar muy pendiente para no perder la ida"
gm_663e302d4ba6fb3b__atencion_servicio,neutro,positivo,neutro,neutro,2,atencion_servicio,"Muy bonito el lugar, la entrada son 15 soles, si tienes carnet de estudiante o docente de cualquier parte del mundo te hacen 50% de descuento en la entrada. Siempre vas acompañado de un guía y los recorridos son cada hora, con una duración aprox de 1 hora, te llevan por toda la huaca contando la historia y al final te llevan a la zona donde tienen la vegetación y animales que consumían en esa época, ahí podrás conocer a las llamas. El lugar en si es muy intagrameable, vale totalmente la pena, no olviden de preferencia ir con ropa cubierta por el sol y usar mucho bloqueador o en su defecto llevar sombrilla. Al final antes de salir puedes entrar a un museo donde verás objetos reales de la época y su explicación. El horario es hasta las 4:30 p.m. así que estar muy pendiente para no perder la ida"
gm_12a43c33656c4fd4__accesibilidad,positivo,neutro,positivo,positivo,2,accesibilidad,"Underwhelming light show, it is cheap to enter but if you combine the price of the taxi I had to pay from Miraflores and back I wouldn't say it's worth it"
gm_5eb1eaca357383bb__atractivos,positivo,neutro,positivo,positivo,2,atractivos,Apparently they said you need to make a reservation one day before you come. Great! Why this importation information is not published on their Web site?
gm_0905991bf0f06d4a__atractivos,neutro,positivo,positivo,positivo,2,atractivos,Unbelievable views of the surrounding Andes. Expensive shops and McDonald's! Cathedral and church both charge for entry.
gm_2deaaf6bee8effcf__costos,positivo,neutro,positivo,positivo,2,costos,"No vale la pena hacer el tour fullday de un dia, sólo te pasean en camioneta."
gm_2deaaf6bee8effcf__atencion_servicio,negativo,neutro,neutro,neutro,2,atencion_servicio,"No vale la pena hacer el tour fullday de un dia, sólo te pasean en camioneta."
gm_20947099e7a71690__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"I strongly recommend you to call before to plan your visit here. Google schedule is not updated frequently. Went there on Tuesday, the site was closed (whitout any explanations) as well as the restaurant for a private events ... Highly disappointed. Marketing team should take care of providing better communication."
gm_c42dfb8e3872a76b__atractivos,neutro,neutro,positivo,neutro,2,atractivos,"Plaza muy limpia y cuidada, con harta presencia de policías y con restaurantes al rededor y museos que puedes recorrer en un día"
gm_b61ddce49946ea0c__limpieza,neutro,neutro,negativo,neutro,2,limpieza,El lugar es muy bonito pero cuando nosotros fuimos estaba al 50% en mantenimiento y el centro de Interpretación también cerrado por mantenimiento. Las indicaciones del lugar no estaban muy claras (quizás por el mantenimiento) y el vigilante té advertía con un pitido.
gm_25130b6a0548657c__atencion_servicio,positivo,neutro,positivo,positivo,2,atencion_servicio,"Lo que menos nos gustó de nuestro viaje a Perú. Las líneas en sí son interesantes, pero todo lo que rodea a la gestión deja mucho que desear. Es muy caro para lo que ves, más el pago de 2 tasas diferentes una vez allí. Además, el vuelo en la avioneta dura media hora y las explicaciones son prácticamente inexistentes más allá de ""aquí tenemos la figura del mono"" En esa línea. Si pillara más de paso... Bueno. Pero pilla muy a desmano para solo media hora de sobrevuelo y ninguna explicación. Nos explicaron mil veces más cosas en Paracas sobre la única figura del candelabro que se encuentra allí, que en todas estas figuras en Nazca."
gm_c8b823ab91793657__atencion_servicio,positivo,positivo,neutro,positivo,2,atencion_servicio,"I went here on recommendation. I was not disappointed. The restaurant is large with outside/patio seating as well, with the ruins as the backdrop. Great for large groups. The service was great. I think they serviced the best Pisco sour I had in Lima. The Guinea pig I had here was a fillet version and definitely allowed me to appreciate the taste of these local delicacies (I had alpaca as well). Overall the taste and quality of the meals and experience here was outstanding. Highly recommend both the museum tour and restaurant."
gm_c8b823ab91793657__gastronomia,positivo,positivo,neutro,positivo,2,gastronomia,"I went here on recommendation. I was not disappointed. The restaurant is large with outside/patio seating as well, with the ruins as the backdrop. Great for large groups. The service was great. I think they serviced the best Pisco sour I had in Lima. The Guinea pig I had here was a fillet version and definitely allowed me to appreciate the taste of these local delicacies (I had alpaca as well). Overall the taste and quality of the meals and experience here was outstanding. Highly recommend both the museum tour and restaurant."
gm_d9deff97366bfea3__atencion_servicio,neutro,neutro,negativo,neutro,2,atencion_servicio,"Bueno ,unos restos arqueológicos que datan de los 500 años DC, unos mil años antes que los Incas, llamada Cultura Lima , la Huaca Pucllana era una construcción toda en adobe revestido ,con la singularidad que estos estaban parados y no echados como se construye hoy ...muy buen Guía muy conocedor... Vale la pena lla Visita ...👍👍👍👍👍"
gm_524818a1eff9a222__atractivos,positivo,neutro,positivo,positivo,2,atractivos,"I wouldn't say this is a tourist attraction more of a local thing. The fountains do not go high and the entire park can be seen in 15-30 mins, do not recommend coming out for it"
gm_333ab2733216484a__alojamiento,neutro,positivo,positivo,positivo,2,alojamiento,"Lugar muy místico e increíble, lugar imperdible, hay que visitar si o si para entender la cultura pre-inca, da rabia como Perú no protegió este lugar antiguamente y se puso a destruir esto, solamente para construir departamentos habitacionales, que a todo esto son super Feos aquellos departamentos."
gm_e0047598ef0a8d88__accesibilidad,positivo,positivo,neutro,positivo,2,accesibilidad,"Hermoso, no vale la pena hacerlo con tour, mejor ir en bus por cuenta propia y disfrutar del lugar"
gm_e0047598ef0a8d88__atencion_servicio,positivo,positivo,neutro,positivo,2,atencion_servicio,"Hermoso, no vale la pena hacerlo con tour, mejor ir en bus por cuenta propia y disfrutar del lugar"
gm_b554bd78f2b169b7__atractivos,neutro,neutro,positivo,neutro,2,atractivos,"The explanation is provided in English only in the first room. The personnel is terribly unpleasant. On the other hand, if you have previous knowledge of the Inca history, the artefacts are very interesting."
gm_3621b6955a4bda20__atractivos,neutro,positivo,positivo,positivo,2,atractivos,"Very busy place. Lots of street vendors trying to sell things like post cards, little souvenirs, etc. Very historic place. Fun seeing the palace and guards."
gm_20b0a7a0c1383df3__atractivos,neutro,positivo,positivo,positivo,2,atractivos,"Un lugar lleno de cultura y misterio, en donde se puede observar una muralla que protegía a la ciudad, templos, y hasta una brújula hecha a base de piedra"
gm_4173cc526cfc94ba__atractivos,negativo,neutro,neutro,neutro,2,atractivos,Not worth the visit unless you're traveling with kids. The place is super crowded and atmosphere isn't relaxing. The fountains don't have any music. Every hour (check website for laser show timings) there's a 15 min laser movie played over one of the fountains with music.
gm_4173cc526cfc94ba__costos,positivo,neutro,positivo,positivo,2,costos,Not worth the visit unless you're traveling with kids. The place is super crowded and atmosphere isn't relaxing. The fountains don't have any music. Every hour (check website for laser show timings) there's a 15 min laser movie played over one of the fountains with music.
gm_56c170724f4fa65c__atencion_servicio,neutro,positivo,neutro,neutro,2,atencion_servicio,"Bello lugar, bien cuidadas sus instalaciones. Vale la pena tomar el servicio de la guía cuyo costó es 10 soles por persona (adulta) niños no pagan, te explican y te dan datos muy interesantea, e igual te hacen notar detalles que a veces pasamos por alto."
gm_04ccd29a8e801192__atractivos,neutro,positivo,positivo,positivo,2,atractivos,"Una visita imperdible si estás en Arequipa. Mi queja es, que como es posible que como peruana tenga que pagar igual que un extranjero 45 soles, sin guia o audio guía ,cuando quise el libro de reclamaciones la mujer que atendía se puso furiosa y no tiene por qué. Espero que rectifiquen por lo menos si se paga ese precio incluya guía."
